PL25_00076_repORrelaxase	ref|WP_157052516.1|	57.059	340	143	3	1	339	1	338	3.62e-135	401	replication-relaxation family protein [Ornithinibacillus contaminans]	694055	N/A
PL25_00076_repORrelaxase	ref|WP_066194573.1|	49.057	371	167	4	1	369	1	351	2.19e-120	363	replication-relaxation family protein [Cytobacillus horneckiae]	549687	N/A
PL25_00076_repORrelaxase	ref|WP_394237460.1|	49.861	361	159	7	1	357	2	344	2.22e-110	338	replication-relaxation family protein [Niallia oryzisoli]	1737571	N/A
PL25_00076_repORrelaxase	ref|WP_150441746.1|	49.304	359	158	8	1	354	2	341	5.04e-103	319	replication-relaxation family protein [Niallia endozanthoxylica]	2036016	N/A
PL25_00076_repORrelaxase	ref|WP_181473874.1|	40.122	329	166	4	15	343	17	314	4.52e-75	247	replication-relaxation family protein [Halobacillus locisalis]	220753	N/A
PL25_00076_repORrelaxase	ref|WP_277679943.1|	41.346	312	157	6	4	313	1	288	5.27e-70	234	replication-relaxation family protein [Gracilibacillus dipsosauri]	178340	N/A
PL25_00076_repORrelaxase	ref|WP_153834914.1|	41.026	312	158	6	4	313	11	298	1.58e-69	233	replication-relaxation family protein [Gracilibacillus thailandensis]	563735	N/A
PL25_00076_repORrelaxase	ref|WP_228760268.1|	41.026	312	158	6	4	313	1	288	1.65e-69	233	replication-relaxation family protein [Gracilibacillus thailandensis]	563735	N/A
PL25_00076_repORrelaxase	ref|WP_124218907.1|	38.973	331	168	5	10	338	12	310	5.38e-69	231	replication-relaxation family protein [Aquisalibacillus elongatus]	485577	N/A
PL25_00076_repORrelaxase	ref|WP_184530217.1|	40.361	332	175	5	10	339	8	318	9.21e-69	231	hypothetical protein [Bacillus benzoevorans]	1456	N/A
PL25_00076_repORrelaxase	ref|WP_069685713.1|	41.441	333	166	8	10	339	10	316	1.95e-68	230	replication-relaxation family protein [Oceanobacillus sp. E9]	1742575	N/A
PL25_00076_repORrelaxase	ref|WP_443139914.1|	34.903	361	192	5	9	367	12	331	1.20e-67	228	hypothetical protein [Piscibacillus sp. B03]	3457430	N/A
PL25_00076_repORrelaxase	ref|WP_269919976.1|	35.695	367	204	5	1	360	1	342	6.74e-57	201	hypothetical protein [Caldifermentibacillus hisashii]	996558	N/A
PL25_00076_repORrelaxase	ref|WP_343191777.1|	35.695	367	204	5	1	360	1	342	8.62e-57	201	hypothetical protein [Caldifermentibacillus hisashii]	996558	N/A
PL25_00076_repORrelaxase	ref|WP_342021161.1|	35.695	367	204	5	1	360	1	342	1.14e-56	200	hypothetical protein [Caldifermentibacillus hisashii]	996558	N/A
PL25_00076_repORrelaxase	ref|WP_227092179.1|	35.695	367	204	5	1	360	1	342	1.21e-56	200	MULTISPECIES: hypothetical protein [Bacillaceae]	35841;186817;996558	N/A;N/A;N/A
PL25_00076_repORrelaxase	ref|WP_146817818.1|	33.131	329	190	3	10	338	12	310	3.56e-56	199	replication-relaxation family protein [Alkalibacillus haloalkaliphilus]	94136	N/A
PL25_00076_repORrelaxase	ref|WP_411954760.1|	33.240	358	206	4	10	364	15	342	7.61e-56	198	replication-relaxation family protein [Alkalibacillus sp. S2W]	3386553	N/A
PL25_00076_repORrelaxase	ref|WP_097074626.1|	35.398	339	202	6	10	342	9	336	1.22e-53	193	helix-turn-helix domain-containing protein [Ureibacillus xyleni]	614648	N/A
PL25_00076_repORrelaxase	ref|WP_188433502.1|	34.412	340	181	6	10	342	9	313	6.08e-49	180	replication-relaxation family protein [Kroppenstedtia guangzhouensis]	1274356	N/A
PL25_00076_repORrelaxase	ref|WP_035723135.1|	32.258	372	219	9	1	361	1	350	3.27e-47	176	hypothetical protein [Gracilibacillus boraciitolerans]	307521;1298598	N/A;N/A
PL25_00076_repORrelaxase	gb|MER1987477.1|	31.361	338	210	6	10	342	9	329	3.56e-47	176	hypothetical protein [Solibacillus sp.]	1909654	N/A
PL25_00076_repORrelaxase	ref|WP_391374833.1|	31.765	340	207	8	10	342	9	330	1.78e-44	169	hypothetical protein [Lysinibacillus sp. KU-BSD001]	3141328	N/A
PL25_00076_repORrelaxase	ref|WP_138602781.1|	33.631	336	188	8	13	339	13	322	1.58e-43	166	replication-relaxation family protein [Lentibacillus cibarius]	2583219	N/A
PL25_00076_repORrelaxase	ref|WP_050179625.1|	31.034	348	202	10	9	355	9	319	9.19e-43	163	replication-relaxation family protein [Domibacillus robiginosus]	1071054	N/A
PL25_00076_repORrelaxase	ref|WP_197076619.1|	29.851	335	194	8	10	342	10	305	7.65e-42	161	replication-relaxation family protein [Domibacillus indicus]	1437523	N/A
PL25_00076_repORrelaxase	ref|WP_251274377.1|	31.157	337	189	9	10	343	10	306	8.75e-42	160	replication-relaxation family protein [Domibacillus indicus]	1437523	N/A
PL25_00076_repORrelaxase	ref|WP_382402336.1|	30.728	371	218	10	11	366	11	357	1.20e-41	161	replication-relaxation family protein [Lentibacillus salinarum]	446820	N/A
PL25_00076_repORrelaxase	ref|WP_099670951.1|	30.422	332	200	8	10	339	13	315	9.02e-41	158	MULTISPECIES: replication-relaxation family protein [unclassified Sporosarcina]	2048264;2048561;2647733	N/A;N/A;N/A
