PL25_00076	ref|WP_157052516.1|	57.059	340	143	3	1	339	1	338	3.62e-135	401	replication-relaxation family protein [Ornithinibacillus contaminans]
PL25_00076	ref|WP_066194573.1|	49.057	371	167	4	1	369	1	351	2.19e-120	363	replication-relaxation family protein [Cytobacillus horneckiae]
PL25_00076	ref|WP_394237460.1|	49.861	361	159	7	1	357	2	344	2.22e-110	338	replication-relaxation family protein [Niallia oryzisoli]
PL25_00076	ref|WP_150441746.1|	49.304	359	158	8	1	354	2	341	5.04e-103	319	replication-relaxation family protein [Niallia endozanthoxylica]
PL25_00076	ref|WP_181473874.1|	40.122	329	166	4	15	343	17	314	4.52e-75	247	replication-relaxation family protein [Halobacillus locisalis]
PL25_00076	ref|WP_277679943.1|	41.346	312	157	6	4	313	1	288	5.27e-70	234	replication-relaxation family protein [Gracilibacillus dipsosauri]
PL25_00076	ref|WP_153834914.1|	41.026	312	158	6	4	313	11	298	1.58e-69	233	replication-relaxation family protein [Gracilibacillus thailandensis]
PL25_00076	ref|WP_228760268.1|	41.026	312	158	6	4	313	1	288	1.65e-69	233	replication-relaxation family protein [Gracilibacillus thailandensis]
PL25_00076	ref|WP_124218907.1|	38.973	331	168	5	10	338	12	310	5.38e-69	231	replication-relaxation family protein [Aquisalibacillus elongatus]
PL25_00076	ref|WP_184530217.1|	40.361	332	175	5	10	339	8	318	9.21e-69	231	hypothetical protein [Bacillus benzoevorans]
PL25_00076	ref|WP_069685713.1|	41.441	333	166	8	10	339	10	316	1.95e-68	230	replication-relaxation family protein [Oceanobacillus sp. E9]
PL25_00076	ref|WP_443139914.1|	34.903	361	192	5	9	367	12	331	1.20e-67	228	hypothetical protein [Piscibacillus sp. B03]
PL25_00076	ref|WP_269919976.1|	35.695	367	204	5	1	360	1	342	6.74e-57	201	hypothetical protein [Caldifermentibacillus hisashii]
PL25_00076	ref|WP_343191777.1|	35.695	367	204	5	1	360	1	342	8.62e-57	201	hypothetical protein [Caldifermentibacillus hisashii]
PL25_00076	ref|WP_342021161.1|	35.695	367	204	5	1	360	1	342	1.14e-56	200	hypothetical protein [Caldifermentibacillus hisashii]
PL25_00076	ref|WP_227092179.1|	35.695	367	204	5	1	360	1	342	1.21e-56	200	MULTISPECIES: hypothetical protein [Bacillaceae]
PL25_00076	ref|WP_146817818.1|	33.131	329	190	3	10	338	12	310	3.56e-56	199	replication-relaxation family protein [Alkalibacillus haloalkaliphilus]
PL25_00076	ref|WP_411954760.1|	33.240	358	206	4	10	364	15	342	7.61e-56	198	replication-relaxation family protein [Alkalibacillus sp. S2W]
PL25_00076	ref|WP_097074626.1|	35.398	339	202	6	10	342	9	336	1.22e-53	193	helix-turn-helix domain-containing protein [Ureibacillus xyleni]
PL25_00076	ref|WP_188433502.1|	34.412	340	181	6	10	342	9	313	6.08e-49	180	replication-relaxation family protein [Kroppenstedtia guangzhouensis]
